παραγενόμην		VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE	
εἰς		PREP	_	
Ῥαειμα		NN	_	
ὑγιαίνων		VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
καὶ		CONJ	_	
παρέλαβον		VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
πάντα		ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
τὰ			number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
ἱμάτια		NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
πλήρης		ADV	degree=POSITIVE	
καὶ		CONJ	_	
ἔδωκα		VB	person=PERSON_1|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
ιγρανιG			_	
τὸ			number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
κιθώνιν		NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
καὶ		CONJ	_	
τὸ			number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
σάβανον		NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
